   0.14016E+02    0.40383E+02    0.35631E+02    0.36102E+02
   0.15213E+02    0.40147E+02    0.44154E+02    0.45932E+02
   0.17652E+02    0.40148E+02    0.45641E+02    0.52205E+02
   0.19146E+02    0.40216E+02    0.43027E+02    0.53344E+02
   0.19086E+02    0.32136E+02    0.39536E+02    0.51428E+02
   0.18649E+02    0.32012E+02    0.37178E+02    0.48564E+02
   0.18405E+02    0.32908E+02    0.36753E+02    0.46575E+02
   0.18952E+02    0.32683E+02    0.37603E+02    0.46086E+02
   0.20068E+02    0.26584E+02    0.38622E+02    0.46607E+02
   0.21264E+02    0.26465E+02    0.39168E+02    0.47310E+02
   0.22304E+02    0.24036E+02    0.39193E+02    0.47730E+02
   0.23101E+02    0.23967E+02    0.38924E+02    0.47772E+02
   0.23655E+02    0.24012E+02    0.38631E+02    0.47589E+02
   0.24130E+02    0.23954E+02    0.38472E+02    0.47377E+02
   0.24570E+02    0.22785E+02    0.38444E+02    0.47248E+02
   0.24962E+02    0.22746E+02    0.38513E+02    0.47230E+02
   0.25311E+02    0.21267E+02    0.38594E+02    0.47282E+02
   0.25570E+02    0.21254E+02    0.38660E+02    0.47346E+02
   0.25727E+02    0.20342E+02    0.38703E+02    0.47402E+02
   0.25790E+02    0.20351E+02    0.38742E+02    0.47441E+02
   0.25744E+02    0.19831E+02    0.38790E+02    0.47464E+02
   0.25620E+02    0.19860E+02    0.38861E+02    0.47500E+02
   0.25403E+02    0.19571E+02    0.38957E+02    0.47566E+02
   0.25116E+02    0.19619E+02    0.39069E+02    0.47654E+02
   0.24734E+02    0.19670E+02    0.39190E+02    0.47757E+02
   0.24281E+02    0.19737E+02    0.39310E+02    0.47867E+02
   0.23731E+02    0.20209E+02    0.39438E+02    0.47979E+02
   0.23116E+02    0.20294E+02    0.39566E+02    0.48096E+02
   0.22407E+02    0.21175E+02    0.39706E+02    0.48214E+02
   0.21646E+02    0.21278E+02    0.39843E+02    0.48337E+02
   0.20797E+02    0.22531E+02    0.39992E+02    0.48462E+02
   0.19910E+02    0.22652E+02    0.40132E+02    0.48588E+02
   0.18943E+02    0.24266E+02    0.40283E+02    0.48709E+02
   0.17952E+02    0.24403E+02    0.40421E+02    0.48828E+02
   0.16895E+02    0.26345E+02    0.40570E+02    0.48939E+02
   0.15833E+02    0.26497E+02    0.40701E+02    0.49054E+02
   0.14721E+02    0.28709E+02    0.40843E+02    0.49157E+02
   0.13621E+02    0.28872E+02    0.40960E+02    0.49250E+02
   0.12492E+02    0.31283E+02    0.41088E+02    0.49326E+02
   0.11394E+02    0.31451E+02    0.41194E+02    0.49396E+02
   0.10290E+02    0.33978E+02    0.41313E+02    0.49464E+02
   0.92374E+01    0.34144E+02    0.41405E+02    0.49524E+02
   0.82030E+01    0.36686E+02    0.41503E+02    0.49559E+02
   0.72301E+01    0.36842E+02    0.41575E+02    0.49582E+02
   0.63004E+01    0.39313E+02    0.41662E+02    0.49590E+02
   0.54467E+01    0.39451E+02    0.41729E+02    0.49611E+02
   0.46621E+01    0.41756E+02    0.41804E+02    0.49616E+02
   0.39592E+01    0.41868E+02    0.41850E+02    0.49605E+02
   0.33385E+01    0.43938E+02    0.41904E+02    0.49576E+02
   0.28021E+01    0.44018E+02    0.41944E+02    0.49543E+02
   0.23659E+01    0.45812E+02    0.41996E+02    0.49521E+02
   0.20161E+01    0.45855E+02    0.42030E+02    0.49495E+02
   0.17742E+01    0.47326E+02    0.42060E+02    0.49449E+02
   0.16059E+01    0.47330E+02    0.42078E+02    0.49395E+02
   0.15488E+01    0.48494E+02    0.42100E+02    0.49335E+02
   0.15586E+01    0.48459E+02    0.42120E+02    0.49291E+02
   0.16836E+01    0.49312E+02    0.42131E+02    0.49242E+02
   0.18606E+01    0.49242E+02    0.42134E+02    0.49183E+02
   0.21427E+01    0.49809E+02    0.42125E+02    0.49114E+02
   0.24611E+01    0.49706E+02    0.42121E+02    0.49046E+02
   0.28797E+01    0.50035E+02    0.42105E+02    0.48985E+02
   0.33222E+01    0.49905E+02    0.42093E+02    0.48924E+02
   0.38546E+01    0.50016E+02    0.42057E+02    0.48856E+02
   0.43921E+01    0.49864E+02    0.42030E+02    0.48786E+02
   0.50079E+01    0.49821E+02    0.41979E+02    0.48707E+02
   0.56162E+01    0.49653E+02    0.41947E+02    0.48613E+02
   0.62937E+01    0.49490E+02    0.41900E+02    0.48535E+02
   0.69604E+01    0.49310E+02    0.41883E+02    0.48489E+02
   0.76935E+01    0.49069E+02    0.41834E+02    0.48467E+02
   0.84049E+01    0.48885E+02    0.41791E+02    0.48455E+02
   0.91623E+01    0.48616E+02    0.41702E+02    0.48438E+02
   0.98835E+01    0.48431E+02    0.41625E+02    0.48413E+02
