   0.47502E+02    0.38910E+02    0.33005E+02    0.50000E+02
   0.46743E+02    0.36685E+02    0.22011E+02    0.50000E+02
   0.46433E+02    0.40125E+02    0.14580E+02    0.50000E+02
   0.46736E+02    0.42469E+02    0.12777E+02    0.50000E+02
   0.47320E+02    0.47741E+02    0.14403E+02    0.50000E+02
   0.47827E+02    0.48402E+02    0.17277E+02    0.50000E+02
   0.48067E+02    0.48974E+02    0.19406E+02    0.50000E+02
   0.48042E+02    0.47931E+02    0.19975E+02    0.50000E+02
   0.47880E+02    0.47907E+02    0.19423E+02    0.50000E+02
   0.47727E+02    0.47860E+02    0.18643E+02    0.50000E+02
   0.46429E+02    0.48187E+02    0.18159E+02    0.50000E+02
   0.45967E+02    0.48557E+02    0.18098E+02    0.50000E+02
   0.45531E+02    0.48680E+02    0.18304E+02    0.50000E+02
   0.45104E+02    0.48746E+02    0.18568E+02    0.50000E+02
   0.44671E+02    0.48532E+02    0.18762E+02    0.50000E+02
   0.45480E+02    0.48344E+02    0.18847E+02    0.50000E+02
   0.45525E+02    0.48188E+02    0.18861E+02    0.50000E+02
   0.45598E+02    0.48009E+02    0.18868E+02    0.50000E+02
   0.45685E+02    0.47908E+02    0.18890E+02    0.50000E+02
   0.45785E+02    0.47735E+02    0.18938E+02    0.50000E+02
   0.43385E+02    0.47590E+02    0.19017E+02    0.50000E+02
   0.42531E+02    0.47364E+02    0.19096E+02    0.50000E+02
   0.41644E+02    0.47119E+02    0.19150E+02    0.50000E+02
   0.40761E+02    0.46836E+02    0.19184E+02    0.50000E+02
   0.39886E+02    0.46532E+02    0.19204E+02    0.50000E+02
   0.38791E+02    0.46210E+02    0.19220E+02    0.50000E+02
   0.37844E+02    0.45854E+02    0.19234E+02    0.50000E+02
   0.36900E+02    0.45493E+02    0.19243E+02    0.50000E+02
   0.35961E+02    0.45091E+02    0.19250E+02    0.50000E+02
   0.35026E+02    0.44698E+02    0.19249E+02    0.50000E+02
   0.34486E+02    0.44263E+02    0.19242E+02    0.50000E+02
   0.33706E+02    0.43852E+02    0.19228E+02    0.50000E+02
   0.32933E+02    0.43399E+02    0.19216E+02    0.50000E+02
   0.32159E+02    0.42981E+02    0.19199E+02    0.50000E+02
   0.31383E+02    0.42519E+02    0.19186E+02    0.50000E+02
   0.31793E+02    0.42106E+02    0.19156E+02    0.50000E+02
   0.31466E+02    0.41653E+02    0.19132E+02    0.50000E+02
   0.31152E+02    0.41264E+02    0.19109E+02    0.50000E+02
   0.30835E+02    0.40829E+02    0.19099E+02    0.50000E+02
   0.30510E+02    0.40468E+02    0.19085E+02    0.50000E+02
   0.32277E+02    0.40063E+02    0.19063E+02    0.50000E+02
   0.32746E+02    0.39753E+02    0.19035E+02    0.50000E+02
   0.33239E+02    0.39402E+02    0.19027E+02    0.50000E+02
   0.33729E+02    0.39147E+02    0.19022E+02    0.50000E+02
   0.34210E+02    0.38844E+02    0.19030E+02    0.50000E+02
   0.37441E+02    0.38652E+02    0.19009E+02    0.50000E+02
   0.38978E+02    0.38418E+02    0.18993E+02    0.50000E+02
   0.40552E+02    0.38306E+02    0.18984E+02    0.50000E+02
