   0.63982E+02	  0.54770E+02	  0.24998E+02	  0.66654E+02	  0.14016E+02	  0.40383E+02	  0.35631E+02	  0.36102E+02	  0.47502E+02	  0.38910E+02	  0.33005E+02	  0.50000E+02	  0.24692E+00	  0.36100E+04	  0.44433E+04	  0.98494E+01	  0.26844E+02	  0.43201E+02	  0.26629E+04	  0.71268E+02	  0.12031E+03	  0.33451E+00	  0.75162E+02	  0.49161E+02	  0.25767E+04	  0.22217E+02	  0.45493E+02	  0.30960E+04	  0.17150E+02	  0.64797E+02	  0.23040E+03	  0.32676E+03	  0.95671E+02	  0.69731E+02	  0.32188E+02	  0.88933E+01	  0.26383E+02	  0.68820E+01	  0.18776E+02	  0.16567E+01	  0.32958E+02	  0.13823E+02	  0.23978E+02	  0.12565E+01	  0.18579E+02	  0.22633E+01	  0.48436E+01	  0.22986E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C11000000000000000000
   0.63982E+02	  0.54770E+02	  0.24998E+02	  0.68527E+02	  0.15213E+02	  0.40147E+02	  0.44154E+02	  0.45932E+02	  0.46743E+02	  0.36685E+02	  0.22011E+02	  0.50000E+02	  0.24692E+00	  0.36100E+04	  0.44433E+04	  0.10132E+02	  0.26990E+02	  0.43141E+02	  0.26571E+04	  0.69839E+02	  0.12025E+03	  0.33644E+00	  0.72139E+02	  0.52057E+02	  0.25711E+04	  0.27820E+02	  0.49740E+02	  0.30829E+04	  0.22019E+02	  0.62853E+02	  0.24092E+03	  0.33073E+03	  0.96045E+02	  0.72367E+02	  0.32188E+02	  0.88933E+01	  0.26383E+02	  0.68820E+01	  0.18776E+02	  0.16567E+01	  0.32958E+02	  0.13823E+02	  0.23978E+02	  0.12565E+01	  0.18579E+02	  0.22633E+01	  0.48436E+01	  0.22986E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C11000000000000000000
   0.63982E+02	  0.54770E+02	  0.25002E+02	  0.70140E+02	  0.17652E+02	  0.40148E+02	  0.45641E+02	  0.52205E+02	  0.46433E+02	  0.40125E+02	  0.14580E+02	  0.50000E+02	  0.24696E+00	  0.36100E+04	  0.44433E+04	  0.10383E+02	  0.26971E+02	  0.42891E+02	  0.26997E+04	  0.68708E+02	  0.12041E+03	  0.33642E+00	  0.74034E+02	  0.52563E+02	  0.26186E+04	  0.29044E+02	  0.52450E+02	  0.31176E+04	  0.25098E+02	  0.61535E+02	  0.24687E+03	  0.33696E+03	  0.95585E+02	  0.77906E+02	  0.30688E+02	  0.82933E+01	  0.24883E+02	  0.62820E+01	  0.17276E+02	  0.15067E+01	  0.31458E+02	  0.13223E+02	  0.22478E+02	  0.65654E+00	  0.17079E+02	  0.21133E+01	  0.45436E+01	  0.19986E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C11000000000000000000
   0.63982E+02	  0.54770E+02	  0.25002E+02	  0.71107E+02	  0.19146E+02	  0.40216E+02	  0.43027E+02	  0.53344E+02	  0.46736E+02	  0.42469E+02	  0.12777E+02	  0.50000E+02	  0.24696E+00	  0.36100E+04	  0.44433E+04	  0.10537E+02	  0.26934E+02	  0.42975E+02	  0.27599E+04	  0.68203E+02	  0.12052E+03	  0.33586E+00	  0.78025E+02	  0.51674E+02	  0.26836E+04	  0.27625E+02	  0.52943E+02	  0.31781E+04	  0.25678E+02	  0.61730E+02	  0.24529E+03	  0.33961E+03	  0.94177E+02	  0.82461E+02	  0.30688E+02	  0.82933E+01	  0.24883E+02	  0.62820E+01	  0.17276E+02	  0.15067E+01	  0.31458E+02	  0.13223E+02	  0.22478E+02	  0.65654E+00	  0.17079E+02	  0.21133E+01	  0.45436E+01	  0.19986E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C00000000000000000000
   0.66755E+02	  0.56673E+02	  0.40039E+02	  0.71284E+02	  0.19086E+02	  0.32136E+02	  0.39536E+02	  0.51428E+02	  0.47320E+02	  0.47741E+02	  0.14403E+02	  0.50000E+02	  0.39983E+00	  0.37712E+04	  0.46023E+04	  0.10571E+02	  0.26889E+02	  0.43456E+02	  0.28146E+04	  0.68417E+02	  0.12070E+03	  0.26682E+00	  0.81314E+02	  0.50488E+02	  0.27410E+04	  0.25491E+02	  0.52115E+02	  0.32429E+04	  0.24827E+02	  0.62890E+02	  0.23963E+03	  0.34032E+03	  0.92583E+02	  0.83910E+02	  0.30818E+02	  0.83782E+01	  0.25784E+02	  0.61785E+01	  0.16797E+02	  0.14517E+01	  0.32328E+02	  0.13338E+02	  0.23670E+02	  0.76804E+00	  0.16367E+02	  0.19815E+01	  0.36017E+01	  0.14958E+01	  0.17866E-01	  0.83570E+00	  0.98577E-01	  0.53724E+02	  0.43828E+02	C00000000000000000000
   0.66755E+02	  0.56673E+02	  0.40039E+02	  0.71017E+02	  0.18649E+02	  0.32012E+02	  0.37178E+02	  0.48564E+02	  0.47827E+02	  0.48402E+02	  0.17277E+02	  0.50000E+02	  0.39983E+00	  0.37712E+04	  0.46023E+04	  0.10532E+02	  0.26889E+02	  0.43862E+02	  0.28412E+04	  0.69013E+02	  0.12067E+03	  0.26784E+00	  0.82275E+02	  0.49687E+02	  0.27681E+04	  0.23929E+02	  0.50877E+02	  0.32780E+04	  0.23530E+02	  0.64099E+02	  0.23423E+03	  0.34144E+03	  0.91630E+02	  0.82537E+02	  0.30818E+02	  0.83782E+01	  0.25784E+02	  0.61785E+01	  0.16797E+02	  0.14517E+01	  0.32328E+02	  0.13338E+02	  0.23670E+02	  0.76804E+00	  0.16367E+02	  0.19815E+01	  0.36017E+01	  0.14958E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
   0.67516E+02	  0.57408E+02	  0.40267E+02	  0.70624E+02	  0.18405E+02	  0.32908E+02	  0.36753E+02	  0.46575E+02	  0.48067E+02	  0.48974E+02	  0.19406E+02	  0.50000E+02	  0.40215E+00	  0.38154E+04	  0.46636E+04	  0.10473E+02	  0.26907E+02	  0.44137E+02	  0.28463E+04	  0.69686E+02	  0.12062E+03	  0.27916E+00	  0.81108E+02	  0.49542E+02	  0.27723E+04	  0.23539E+02	  0.50018E+02	  0.32870E+04	  0.22627E+02	  0.64764E+02	  0.23170E+03	  0.34338E+03	  0.91559E+02	  0.80232E+02	  0.30976E+02	  0.81444E+01	  0.26287E+02	  0.60103E+01	  0.16755E+02	  0.14404E+01	  0.31485E+02	  0.12914E+02	  0.23996E+02	  0.52723E+00	  0.16613E+02	  0.20202E+01	  0.42000E+01	  0.17958E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
   0.67516E+02	  0.57408E+02	  0.40267E+02	  0.70334E+02	  0.18952E+02	  0.32683E+02	  0.37603E+02	  0.46086E+02	  0.48042E+02	  0.47931E+02	  0.19975E+02	  0.50000E+02	  0.40215E+00	  0.38154E+04	  0.46636E+04	  0.10427E+02	  0.26934E+02	  0.44184E+02	  0.28432E+04	  0.70235E+02	  0.12052E+03	  0.28100E+00	  0.79148E+02	  0.49831E+02	  0.27688E+04	  0.23982E+02	  0.49806E+02	  0.32809E+04	  0.22420E+02	  0.64766E+02	  0.23239E+03	  0.34668E+03	  0.91681E+02	  0.78653E+02	  0.30976E+02	  0.81444E+01	  0.26287E+02	  0.60103E+01	  0.16755E+02	  0.14404E+01	  0.31485E+02	  0.12914E+02	  0.23996E+02	  0.52723E+00	  0.16613E+02	  0.20202E+01	  0.42000E+01	  0.17958E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
   0.68625E+02	  0.57627E+02	  0.40086E+02	  0.70115E+02	  0.20068E+02	  0.26584E+02	  0.38622E+02	  0.46607E+02	  0.47880E+02	  0.47907E+02	  0.19423E+02	  0.50000E+02	  0.40031E+00	  0.38798E+04	  0.46820E+04	  0.10394E+02	  0.26944E+02	  0.44107E+02	  0.28455E+04	  0.70689E+02	  0.12048E+03	  0.22941E+00	  0.77619E+02	  0.50177E+02	  0.27716E+04	  0.24580E+02	  0.50032E+02	  0.32769E+04	  0.22682E+02	  0.64339E+02	  0.23498E+03	  0.35053E+03	  0.91844E+02	  0.78178E+02	  0.31166E+02	  0.78942E+01	  0.26316E+02	  0.60292E+01	  0.16375E+02	  0.14161E+01	  0.31521E+02	  0.12783E+02	  0.24117E+02	  0.41831E+00	  0.15961E+02	  0.20341E+01	  0.46500E+01	  0.20661E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
   0.68625E+02	  0.57627E+02	  0.40086E+02	  0.69914E+02	  0.21264E+02	  0.26465E+02	  0.39168E+02	  0.47310E+02	  0.47727E+02	  0.47860E+02	  0.18643E+02	  0.50000E+02	  0.40031E+00	  0.38798E+04	  0.46820E+04	  0.10363E+02	  0.26943E+02	  0.44008E+02	  0.28527E+04	  0.71104E+02	  0.12045E+03	  0.23039E+00	  0.76860E+02	  0.50363E+02	  0.27798E+04	  0.24911E+02	  0.50335E+02	  0.32778E+04	  0.23018E+02	  0.63822E+02	  0.23777E+03	  0.35382E+03	  0.91780E+02	  0.78425E+02	  0.31166E+02	  0.78942E+01	  0.26316E+02	  0.60292E+01	  0.16375E+02	  0.14161E+01	  0.31521E+02	  0.12783E+02	  0.24117E+02	  0.41831E+00	  0.15961E+02	  0.20341E+01	  0.46500E+01	  0.20661E+01	 -0.42134E-01	  0.77570E+00	  0.38577E-01	  0.50724E+02	  0.40828E+02	C00000000000000000000
